date,sales_accuracy,customer_accuracy,actual_sales,predicted_sales,actual_customers,predicted_customers
2024-08-06,79.87588237252088,96.57628158373493,38830.67999999999,46645.01,168.0,162.24815306067467
2024-08-07,95.85866228477009,78.07949260957,45009.43000000001,43145.438,207.0,161.62454970180988
2024-08-08,78.53505370172627,78.66117689344618,47639.530000000006,37413.73,198.0,155.74913024902344
2024-08-09,44.65267597586381,88.12702659461367,42232.06999999999,65606.39,199.0,175.3727829232812
2024-08-10,94.90497226021655,82.15861444887908,53143.89,55851.586,230.0,188.96481323242188
2024-08-11,81.46441418017884,62.50410303224289,61196.759999999995,49853.582,299.0,186.88726806640625
2024-08-12,90.15578650413948,84.33528802333734,40827.630000000005,44846.79,156.0,180.43695068359375
2024-08-13,68.30953812308181,93.81546015238031,35208.46000000001,46366.184,161.0,151.0428908453323
2024-08-14,27.073076956818113,78.07518507906063,38186.61,66034.93,167.0,203.61444091796875
2024-08-15,68.3321746886858,58.43291137662294,60244.6,41166.445,278.0,162.44349362701178
2024-08-16,0.0,10.79397201538086,33709.8,72780.875,128.0,242.1837158203125
2024-08-17,93.96165875030752,86.80358354747295,46538.649999999994,49348.812,200.0,173.6071670949459
2024-08-18,92.50327379798902,85.06532868781647,59344.3,63793.18,231.0,196.50090926885605
2024-08-19,50.13025012896677,67.92472285186423,34175.47,51218.69,145.0,191.50915186479688
2024-08-20,74.54511917010414,98.34379103125596,39110.69,49066.27,164.0,166.71618270874023
2024-08-21,0.0,37.72779192243304,37275.26,94720.9,154.0,249.89920043945312
2024-08-22,0.0,66.02013033131757,37478.78,77052.12,150.0,200.96980450302362
2024-08-23,44.856023825791546,91.75079262264424,46484.08,72117.25,191.0,175.2440139092505
2024-08-24,84.8679391931798,85.00154562027524,75007.54000000001,86357.73,307.0,260.954745054245
2024-08-25,78.00740247463237,80.10687160020325,67849.27,52927.453,297.0,237.91740865260363
2024-08-26,89.99825712466775,98.37868121612046,52997.91,47697.195,222.0,218.4006722997874
2024-08-27,76.32720935238027,74.45497916469091,55845.89,42625.61,237.0,176.45830062031746
2024-08-28,79.75851187303873,63.07522880471571,64189.97,51196.965,277.0,174.7183837890625
2024-08-29,87.16245142348185,70.54040399927865,66230.56,57728.18,272.0,191.86989887803793
2024-08-30,97.17644258690613,84.51025438874136,61728.95,63471.902,253.0,213.81094360351562
2024-08-31,75.85652554626796,63.57116820787001,76042.81,57683.434,319.0,202.79202658310533
2024-09-01,90.2582804400559,79.06307066926277,79102.68,71396.72,323.0,255.37371826171875
2024-09-02,55.74894241788178,70.97486707899306,56031.11,80825.47,225.0,290.3065490722656
2024-09-03,81.11546088340128,88.2453208027581,55299.66999999999,65742.76,247.0,217.9659423828125
2024-09-04,41.86350884859098,67.95301305533555,55484.54,87741.305,217.0,286.5419616699219
2024-09-05,41.85294775064643,96.49232032540611,53842.58,85150.45,227.0,234.96243286132812
2024-09-06,78.77148204899216,88.90636308165658,58383.63,70777.61,238.0,211.59714413434267
2024-09-07,59.28766135040497,95.70108980868113,64615.58,90922.09,257.0,268.0481991916895
2024-09-08,31.67664890509255,80.1929984505721,62882.94,105846.67,254.0,304.3097839355469
2024-09-09,53.750535232207206,91.96477666049556,56540.88,82690.734,233.0,251.72207038104534
2024-09-10,37.352583544596804,95.72828989197959,63550.19,103362.74,268.0,256.5518169105053
2024-09-11,0.0,44.16516892453457,44324.07,151765.81,188.0,292.969482421875
2024-09-12,89.64113443736025,83.03289153696498,63813.65999999999,70424.03,257.0,213.39453125
2024-09-13,44.51189938568363,92.55541424418604,59908.87,93151.164,258.0,238.79296875
2024-09-14,42.95809084020262,62.82763780017295,77991.9,122479.97,349.0,219.2684559226036
2024-09-15,81.01351013997318,99.49288384611255,74857.2,60644.445,291.0,292.4757080078125
2024-09-16,56.67258887867207,77.78321668836806,54267.8,77780.63,225.0,274.9877624511719
2024-09-17,0.0,0.0,4540.45,78910.05,17.0,257.0237549394369
2024-09-18,77.59957753485233,88.43218412689507,52904.66,64755.527,229.0,255.4902983494103
2024-09-19,9.430229363311554,56.54045843308972,57824.2,110195.445,248.0,355.7796630859375
2024-09-20,0.0,42.473304271698,67346.87,186240.66,256.0,403.2683410644531
2024-09-21,70.0727877464092,90.09699430516972,95687.38,124323.945,372.0,335.1608188152313
2024-09-22,74.82271664364222,85.02467564174107,76259.45000000001,95459.51,315.0,362.1722717285156
2024-09-23,54.85212225892506,65.54500899317182,58533.149999999994,84959.625,259.0,348.238426707685
2024-09-24,75.06487003385726,89.83684927814092,59272.36,74052.0,253.0,278.7127713263035
2024-09-25,0.0,0.0,35849.61,171155.25,159.0,358.27386474609375
2024-09-26,0.0,54.8657907432769,64472.17,140112.34,251.0,364.286865234375
2024-09-27,0.0,46.27886736834491,59871.94,268656.47,270.0,415.04705810546875
2024-09-28,50.01298121503501,53.18492306154463,74444.11,37231.72,308.0,163.80956302955747
2024-09-29,42.14887676708934,47.86620514476718,91994.5,38774.65,398.0,190.5074964761734
2024-09-30,53.696591024254445,36.76697820679754,55948.11,81853.99,234.0,381.96527099609375
2024-10-01,77.01855346428657,85.93013732568592,71205.57,54841.5,282.0,242.3229872584343
2024-10-02,49.84835312811443,73.80152073036245,72043.4,108174.35,294.0,371.0235290527344
2024-10-03,95.22998036385054,81.05609655826726,69914.42,73249.35,267.0,317.5802221894264
